,time,datetime,temperature_2m
362,1610762400000,2021-01-16 02:00:00,-1.5556243896484148
363,1610766000000,2021-01-16 03:00:00,-1.2022003173827898
364,1610769600000,2021-01-16 04:00:00,-1.1959594726562273
365,1610773200000,2021-01-16 05:00:00,-1.1711486816406023
366,1610776800000,2021-01-16 06:00:00,-2.5230316162109148
367,1610780400000,2021-01-16 07:00:00,-2.4941772460937273
368,1610784000000,2021-01-16 08:00:00,-2.7556976318359148
369,1610787600000,2021-01-16 09:00:00,-2.8361114501952898
370,1610791200000,2021-01-16 10:00:00,-1.9306091308593523
371,1610794800000,2021-01-16 11:00:00,-0.49698486328122726
372,1610798400000,2021-01-16 12:00:00,-0.09050598144528976
373,1610802000000,2021-01-16 13:00:00,-0.016989135742164763
374,1610805600000,2021-01-16 14:00:00,-0.13219299316403976
375,1610809200000,2021-01-16 15:00:00,-0.33749999999997726
376,1610812800000,2021-01-16 16:00:00,-0.8220581054687273
377,1610816400000,2021-01-16 17:00:00,-1.2132476806640398
378,1610820000000,2021-01-16 18:00:00,-1.4883331298827898
379,1610823600000,2021-01-16 19:00:00,-1.9386657714843523
380,1610827200000,2021-01-16 20:00:00,-2.0283264160156023
381,1610830800000,2021-01-16 21:00:00,-2.0807708740234148
382,1610834400000,2021-01-16 22:00:00,-2.0872100830077898
383,1610838000000,2021-01-16 23:00:00,-1.9270538330077898
384,1610841600000,2021-01-17 00:00:00,-1.6937316894531023
385,1610845200000,2021-01-17 01:00:00,-1.5757965087890398
386,1610848800000,2021-01-17 02:00:00,-1.3710693359374773
387,1610852400000,2021-01-17 03:00:00,-1.1609405517577898
388,1610856000000,2021-01-17 04:00:00,-0.9409545898437273
389,1610859600000,2021-01-17 05:00:00,-0.7983154296874773
390,1610863200000,2021-01-17 06:00:00,-0.6736358642577898
391,1610866800000,2021-01-17 07:00:00,-1.1314605712890398
392,1610870400000,2021-01-17 08:00:00,-1.0826171874999773
393,1610874000000,2021-01-17 09:00:00,-0.8371337890624773
394,1610877600000,2021-01-17 10:00:00,-0.5505889892577898
395,1610881200000,2021-01-17 11:00:00,0.15255126953127274
396,1610884800000,2021-01-17 12:00:00,0.6207214355468977
397,1610888400000,2021-01-17 13:00:00,0.9573455810547102
398,1610892000000,2021-01-17 14:00:00,0.8315063476562727
399,1610895600000,2021-01-17 15:00:00,0.7232147216797102
400,1610899200000,2021-01-17 16:00:00,0.6457305908203352
401,1610902800000,2021-01-17 17:00:00,0.8805175781250227
402,1610906400000,2021-01-17 18:00:00,1.1224304199218977
403,1610910000000,2021-01-17 19:00:00,1.4099212646484602
404,1610913600000,2021-01-17 20:00:00,1.5904327392578352
405,1610917200000,2021-01-17 21:00:00,1.4167724609375227
