FID;GW_NUMMER;NAME;RECHTSWERT;HOCHWERT;GEMEINDE_K;AQUIFER_KZ;EINZUGSGEB;HYDROGEOLE;HYDROGEOL2;MESSNETZ1_;MESSNETZ2_;GEMEINDE;AQUIFER;EINZUGSGE2;HYDROGEOL3;MESSNETZ1;MESSNETZ2;RASTERVALU
1767;2758/162-5;GWM 4 BEIM PW LEIBERSTUNG;3434250,000000000000000;5402450,000000000000000;8216049,000000000000000;97,000000000000000;2357286000,000000000000000;3,000000000000000;8,000000000000000; ; ;SINZHEIM;NOCH NICHT BEARBEITET;Schinlingraben;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1768;278/067-4;TB SCHOCH, RUST;3407130,000000000000000;5349130,000000000000000;8317114,000000000000000;4,000000000000000;2338940000,000000000000000;3,000000000000000;8,000000000000000; ; ;RUST;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Ettenbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1769;279/422-0;TB BACHDOELLEN, GUNDHOLZEN;3498760,000000000000000;5284860,000000000000000;8335025,000000000000000;7,000000000000000;2173150000,000000000000000;2,000000000000000;140,000000000000000; ; ;GAIENHOFEN;QUARTÄR MORÄNEN (ALPENVORLAND);Rhein unterh. Nettenbach oberh. Tobel;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;211
1770;28/023-2;QF 8/10 G, FISCHINGEN;3394660,000000000000000;5280620,000000000000000;8336014,000000000000000;21,000000000000000;2333217000,000000000000000;9,000000000000000;18,000000000000000; ; ;EFRINGEN-KIRCHEN;TERTIÄR (VORBERGZONE);Hodbach unterh. Mühlebach oberh. Mühlebach;Tertiär im Oberrheingraben (GWG);#800000000012; ;222
1771;28/067-8;TB PW GWV, GRAFENHAUSEN;3407140,000000000000000;5350340,000000000000000;8317152,000000000000000;4,000000000000000;2338940000,000000000000000;3,000000000000000;8,000000000000000; ; ;KAPPEL-GRAFENHAUSEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Ettenbach;Quartäre Kiese und Sande (GWL);#800000000014; ;211
1772;28/074-3;TB 2 GRENZACH-WYHLEN;3399700,000000000000000;5267800,000000000000000;8336105,000000000000000;2,000000000000000;2317000000,000000000000000;3,000000000000000;243,000000000000000; ; ;GRENZACH-WYHLEN;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Ergolz oberh. Birs;Quartäre Kiese und Sande (GWL);#800000000014; ;121
1773;28/161-6;BR GIRRLENHOF, OTTERSDORF;3438865,000000000000000;5414805,000000000000000;8216043,000000000000000;4,000000000000000;2371000000,000000000000000;3,000000000000000;8,000000000000000; ; ;RASTATT, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Murg oberh. Lauter;Quartäre Kiese und Sande (GWL);#800000000012; ;311
1774;28/172-2;TB III GALGENMATT, ST. BLAS.;3433165,000000000000000;5293625,000000000000000;8337097,000000000000000;2,000000000000000;2312300000,000000000000000;50,000000000000000;18,000000000000000; ; ;SANKT BLASIEN, STADT;QUARTÄR TALFÜLLUNGEN;Hauensteiner Alb unterh. Bernauer Alb oberh. Steinenbäch;Paläozoikum, Kristallin (GWG);#800000000018; ;231
1775;28/270-1;TB WOLTERDINGEN;3457320,000000000000000;5315860,000000000000000;8326012,000000000000000;81,000000000000000;1111720000,000000000000000;40,000000000000000;163,000000000000000; ; ;DONAUESCHINGEN, STADT;BUNTSANDSTEIN;Weiherbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;211
1776;28/315-8;QF UNTERIFLINGEN;3466450,000000000000000;5364880,000000000000000;8237061,000000000000000;72,000000000000000;2381251000,000000000000000;40,000000000000000;93,000000000000000; ; ;SCHOPFLOCH;MUSCHELKALK;Glatt unterh. Lauter oberh. Lippbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
1777;28/411-1;TB I ANGERSTAL, MOENSHEIM;3490420,000000000000000;5414628,000000000000000;8236039,000000000000000;72,000000000000000;2384582000,000000000000000;40,000000000000000;89,000000000000000; ; ;MÖNSHEIM;MUSCHELKALK;Kreuzbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000012; ;313
1778;28/460-7;BR III BESIGHEIMER GRUPPE, UNTERRIEXINGEN;3503430,000000000000000;5422008,000000000000000;8118050,000000000000000;72,000000000000000;2384690000,000000000000000;31,000000000000000;129,000000000000000; ; ;MARKGRÖNINGEN, STADT;MUSCHELKALK;Glems unterhalb von Räuschelbach;Oberer Muschelkalk (GWL);#800000000014; ;231
1779;28/517-2;QF MICHELBR. MARIAB., HAUSEN;3514696,000000000000000;5350530,000000000000000;8415073,000000000000000;31,000000000000000;1121900000,000000000000000;10,000000000000000;3,000000000000000; ; ;TROCHTELFINGEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauchert unterh. Erpf oberh. Seckach;Oberjura (Schwäbische Fazies) (GWL);#800000000018; ;231
1780;28/519-8;TB I RUECKHAU, SIGMARINGEND.;3522610,000000000000000;5328610,000000000000000;8437008,000000000000000;6,000000000000000;1133100000,000000000000000;10,000000000000000;42,000000000000000; ; ;BINGEN;QUARTÄR EISZEITL.KIESE+SANDE, MORÄNENÜBERD. (ALPENV);Donau unterh. Ablach oberh. Ostrach;Oberjura (Schwäbische Fazies) (GWL);#800000000018; ;211
1781;28/559-2;QU KURZACHER QUELLEN, OBERST;3528585,000000000000000;5432465,000000000000000;8118060,000000000000000;97,000000000000000;2383882000,000000000000000;25,000000000000000;14,000000000000000; ; ;OBERSTENFELD;NOCH NICHT BEARBEITET;Kurzach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;311
1782;28/612-3;TB WEILER, EBERSBACH-WEILER;3537780,000000000000000;5396450,000000000000000;8117018,000000000000000;51,000000000000000;2382950000,000000000000000;17,000000000000000;66,000000000000000; ; ;EBERSBACH AN DER FILS, STADT;HÖHERER KEUPER (KEUPERBERGLAND);Fils unterh. Kirnbach oberh. Reichenbach;Unterjura und Mitteljura (GWG);#800000000014; ;231
1783;28/660-6;BR WEILERBRUNNEN, GSCHWEND;3554660,000000000000000;5422120,000000000000000;8136027,000000000000000;51,000000000000000;2386240000,000000000000000;3,000000000000000;91,000000000000000; ; ;GSCHWEND;HÖHERER KEUPER (KEUPERBERGLAND);Rot;Quartäre Kiese und Sande (GWL);#800000000014; ;112
1784;28/663-4;SBR I FA. BRACK, EISLINGEN;3550450,000000000000000;5395830,000000000000000;8117019,000000000000000;2,000000000000000;2382570000,000000000000000;3,000000000000000;16,000000000000000; ; ;EISLINGEN/ FILS, STADT;QUARTÄR TALFÜLLUNGEN;Fils unterh. Weilerbach (Holzheimerbach) oberh. Heubach;Quartäre Kiese und Sande (GWL);#800000000019; ;121
1785;28/668-8;GWM BO6,88 ASSMANNSHARDT;3556335,000000000000000;5334920,000000000000000;8426134,000000000000000;5,000000000000000;1136600000,000000000000000;2,000000000000000;14,000000000000000; ; ;SCHEMMERHOFEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Assmannshardter Mühlbach;Quartäre Becken- und Moränensedimente (GWG);#800000000019; ;211
1786;28/758-9;SBR 2 FA. KNAUF, SATTELDORF;3578770,000000000000000;5449640,000000000000000;8127073,000000000000000;71,000000000000000;2388178000,000000000000000;27,000000000000000;44,000000000000000; ; ;SATTELDORF;LETTENKEUPER;Entenbach;Unterkeuper und Gipskeuper (GWL);#800000000013; ;121
1787;28/760-0;TB ROTENBACHTAL, SCHERZHEIM;3580410,000000000000000;5425960,000000000000000;8136019,000000000000000;51,000000000000000;2388134000,000000000000000;25,000000000000000;43,000000000000000; ; ;ELLWANGEN (JAGST), STADT;HÖHERER KEUPER (KEUPERBERGLAND);Rotenbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;312
1788;28/762-6;SBR SCHWÄB. HÜTTENWERKE, KOENIGSBRONN;3582120,000000000000000;5401060,000000000000000;8135025,000000000000000;2,000000000000000;1172100000,000000000000000;10,000000000000000;3,000000000000000; ; ;KÖNIGSBRONN;QUARTÄR TALFÜLLUNGEN;Brenz oberhalb von Stubental-Wedel;Oberjura (Schwäbische Fazies) (GWL);#800000000011; ;112
1789;280/068-0;TB WALDECKHOF AUSS.,WEISWEIL;3403280,000000000000000;5339690,000000000000000;8316049,000000000000000;4,000000000000000;2337910000,000000000000000;3,000000000000000;8,000000000000000; ; ;WEISWEIL;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Grand Canal d_Alsace (Fessenheim) oberh. L;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1790;280/173-4;TB 1 FA. SEDUS STOLL, DOGERN;3436850,000000000000000;5274185,000000000000000;8337032,000000000000000;2,000000000000000;2311500000,000000000000000;3,000000000000000;243,000000000000000; ; ;DOGERN;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Liederbach oberh. Hölzlebach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
1791;280/422-7;QF 3QU + 1TB, BANKHOLZEN;3494965,000000000000000;5284625,000000000000000;8335055,000000000000000;22,000000000000000;2173120000,000000000000000;2,000000000000000;140,000000000000000; ; ;MOOS;TERTIÄR (ALBSÜDRAND UND ALPENVORLAND);Bankholzer Dorfbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;311
1792;281/021-1;GWM BOHR.B, MUELLHEIM-AUGGEN;3394883,000000000000000;5296954,000000000000000;8315004,000000000000000;4,000000000000000;2333900000,000000000000000;3,000000000000000;8,000000000000000; ; ;AUGGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Hohlebach oberh. Klemmbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1793;281/422-2;TB SOHNAECKER, STAHRINGEN;3498110,000000000000000;5293600,000000000000000;8335063,000000000000000;6,000000000000000;2171000000,000000000000000;7,000000000000000;108,000000000000000; ; ;RADOLFZELL AM BODENSEE, STADT;QUARTÄR EISZEITL.KIESE+SANDE, MORÄNENÜBERD. (ALPENV);"Rhein unterh. *NN* oberh. Radolfzeller Aach;";Obere Meeresmolasse (GWL);#800000000017; ;211
1794;282/023-2;GWM EFRINGEN-KIRCHEN;3393867,000000000000000;5279895,000000000000000;8336014,000000000000000;4,000000000000000;2333217000,000000000000000;9,000000000000000;18,000000000000000; ; ;EFRINGEN-KIRCHEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Hodbach unterh. Mühlebach oberh. Mühlebach;Tertiär im Oberrheingraben (GWG);#800000000019; ;211
1795;284/068-1;GWM PF9 FA. FRAKO, T. KOEND.;3410445,000000000000000;5334090,000000000000000;8316043,000000000000000;4,000000000000000;2338700000,000000000000000;3,000000000000000;8,000000000000000; ; ;TENINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterh. Brettenbach oberh. Dreisam;Quartäre Kiese und Sande (GWL);#800000000011; ;211
1796;284/412-5;QF NEULAND, OSTELSHEIM;3490680,000000000000000;5398750,000000000000000;8235057,000000000000000;72,000000000000000;2384485000,000000000000000;40,000000000000000;93,000000000000000; ; ;OSTELSHEIM;MUSCHELKALK;Würm unterh. Schwippe oberh. Rankbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000012; ;313
1797;285/114-2;TB I APPENWEIER, WV URLOFFEN;3423500,000000000000000;5377350,000000000000000;8317005,000000000000000;9,000000000000000;2354810000,000000000000000;3,000000000000000;8,000000000000000; ; ;APPENWEIER;(TIEF) QUARTÄR MITTL.U.UNT.GW-LEITER (OBERRHEINGR.);Rench-Flutkanal oberhalb von Wannenbach;Quartäre Kiese und Sande (GWL);#800000000018; ;311
1798;286/163-3;BR 1 FA. BOSCH, RA-BUEHL;3435380,000000000000000;5395430,000000000000000;8216007,000000000000000;4,000000000000000;2357270000,000000000000000;3,000000000000000;8,000000000000000; ; ;BÜHL, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Acher unterh. Fautenbach oberh. Sandbach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
1799;286/223-3;TB I OBERE AU, DOGERN;3438493,000000000000000;5274830,000000000000000;8337032,000000000000000;2,000000000000000;2311500000,000000000000000;0,000000000000000;0,000000000000000; ; ;DOGERN;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Liederbach oberh. Hölzlebach; ;#800000000014; ;211
1800;287/072-5;QF KANDERWASEN 51C, STEINEN;3405130,000000000000000;5288100,000000000000000;8336084,000000000000000;91,000000000000000;2328100000,000000000000000;50,000000000000000;18,000000000000000; ; ;STEINEN;KRISTALLIN (SCHWARZWALD);Steinenbach oberhalb von Schwammerich;Paläozoikum, Kristallin (GWG);#800000000014; ;311
1801;287/114-3;TB 1, WILLSTAETT;3418700,000000000000000;5377080,000000000000000;8317141,000000000000000;4,000000000000000;2348900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WILLSTÄTT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Schutter unterhalb von Unditz;Quartäre Kiese und Sande (GWL);#800000000010; ;211
1802;287/306-4;GWM REILINGEN, REILINGEN;3469613,000000000000000;5463113,000000000000000;8226068,000000000000000;4,000000000000000;2379290000,000000000000000;3,000000000000000;8,000000000000000; ; ;REILINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Kraichbach unterhalb von Kleine Bach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1803;289/119-8;TB FA. ILKENHANS, WALDKIRCH;3421480,000000000000000;5328170,000000000000000;8316056,000000000000000;2,000000000000000;2338530000,000000000000000;50,000000000000000;18,000000000000000; ; ;WALDKIRCH, STADT;QUARTÄR TALFÜLLUNGEN;Elz unterh. Kohlenbach oberh. Lossele;Paläozoikum, Kristallin (GWG);#800000000013; ;121
1804;29/021-2;B 15 ZIENKEN;3394336,000000000000000;5302956,000000000000000;8315076,000000000000000;97,000000000000000;2335100000,000000000000000;3,000000000000000;8,000000000000000; ; ;NEUENBURG AM RHEIN, STADT;NOCH NICHT BEARBEITET;Rhein unterh. Klemmbach oberh. Sulzbach;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1805;29/023-8;QF 8/11 H, FISCHINGEN;3394400,000000000000000;5280506,000000000000000;8336014,000000000000000;21,000000000000000;2333217000,000000000000000;9,000000000000000;18,000000000000000; ; ;EFRINGEN-KIRCHEN;TERTIÄR (VORBERGZONE);Hodbach unterh. Mühlebach oberh. Mühlebach;Tertiär im Oberrheingraben (GWG);#800000000012; ;221
1806;29/065-8;GWM K 3 ICHENHEIM;3410095,000000000000000;5368345,000000000000000;8317151,000000000000000;4,000000000000000;2338990000,000000000000000;3,000000000000000;8,000000000000000; ; ;NEURIED;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterhalb von Durchgehender Altrheinzug;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1807;29/072-3;QF 1+2 LEUSEMATT, NEUENWEG;3411400,000000000000000;5293700,000000000000000;8336060,000000000000000;91,000000000000000;2326100000,000000000000000;50,000000000000000;18,000000000000000; ; ;NEUENWEG;KRISTALLIN (SCHWARZWALD);Kleine Wiese oberhalb von Köhlgartenwiese;Paläozoikum, Kristallin (GWG);#800000000014; ;231
1808;29/074-9;TB 3, GRENZACH-WYHLEN;3399750,000000000000000;5267750,000000000000000;8336105,000000000000000;2,000000000000000;2317000000,000000000000000;3,000000000000000;243,000000000000000; ; ;GRENZACH-WYHLEN;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Ergolz oberh. Birs;Quartäre Kiese und Sande (GWL);#800000000018; ;231
1809;29/122-0;QUE ROTZMATT 1;3415160,000000000000000;5290520,000000000000000;8336025,000000000000000;91,000000000000000;2323900000,000000000000000;50,000000000000000;18,000000000000000; ; ;FRÖHND;KRISTALLIN (SCHWARZWALD);Wiese unterh. Büllenbach oberh. Angenbach;Paläozoikum, Kristallin (GWG);#800000000014; ;313
1810;29/315-3;QF LOPPINS, GLATTEN;3464665,000000000000000;5367768,000000000000000;8237030,000000000000000;72,000000000000000;2381234000,000000000000000;40,000000000000000;93,000000000000000; ; ;GLATTEN;MUSCHELKALK;Bürgenbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;312
1811;29/414-5;QF PFANDBRUNNEN, HAILFINGEN;3490933,000000000000000;5377510,000000000000000;8416036,000000000000000;71,000000000000000;2381620000,000000000000000;31,000000000000000;157,000000000000000; ; ;ROTTENBURG AM NECKAR, STADT;LETTENKEUPER;Kochenhartgraben (Enzbach);Oberer Muschelkalk (GWL);#800000000012; ;243
1812;29/458-5;BBR KLINGELBR., LEINGARTEN;3509850,000000000000000;5445380,000000000000000;8125058,000000000000000;71,000000000000000;2385670000,000000000000000;27,000000000000000;80,000000000000000; ; ;LEINGARTEN;LETTENKEUPER;Lein unterh. Massenbach oberh. Rotbach;Unterkeuper und Gipskeuper (GWL);#800000000018; ;121
1813;29/466-9;QF HUNGERGRABEN, MOESSINGEN;3500810,000000000000000;5361720,000000000000000;8416025,000000000000000;42,000000000000000;2381584000,000000000000000;17,000000000000000;83,000000000000000; ; ;MÖSSINGEN, STADT;LIAS UND DOGGER (ALBVORLAND);Tannbach;Unterjura und Mitteljura (GWG);#800000000012; ;211
1814;29/519-3;TB VORM WALD, BINGEN;3522580,000000000000000;5328730,000000000000000;8437008,000000000000000;31,000000000000000;1133100000,000000000000000;4,000000000000000;12,000000000000000; ; ;BINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Donau unterh. Ablach oberh. Ostrach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000014;#800000000001;211
1815;29/558-5;SBR PUMPWERK RAPPACH;3531020,000000000000000;5448825,000000000000000;8126011,000000000000000;61,000000000000000;2386860000,000000000000000;3,000000000000000;63,000000000000000; ; ;BRETZFELD;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Schwabbach;Quartäre Kiese und Sande (GWL);#800000000014; ;112
1816;29/564-8;QF KALKGRABEN, OBERLENNINGEN;3536193,000000000000000;5377840,000000000000000;8116079,000000000000000;31,000000000000000;2381941000,000000000000000;10,000000000000000;3,000000000000000; ; ;LENNINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauter oberhalb von Lindach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;231
1817;29/718-0;BBR 1 73.1, BALTRINGEN;3564820,000000000000000;5338690,000000000000000;8426073,000000000000000;5,000000000000000;1137483000,000000000000000;3,000000000000000;157,000000000000000; ; ;MIETINGEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Dürnach unterh. Rohrbach oberh. Saubach;Quartäre Kiese und Sande (GWL);#800000000013; ;211
1818;29/760-6;TB SIXENBACHTAL, SCHREZHEIM;3581000,000000000000000;5423270,000000000000000;8136019,000000000000000;51,000000000000000;2388132000,000000000000000;25,000000000000000;43,000000000000000; ; ;ELLWANGEN (JAGST), STADT;HÖHERER KEUPER (KEUPERBERGLAND);Sizenbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;211
1819;291/021-8;B2 FLACH BUGGINGEN;3396195,000000000000000;5304355,000000000000000;8315022,000000000000000;4,000000000000000;2335200000,000000000000000;3,000000000000000;8,000000000000000; ; ;BUGGINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Sulzbach;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1820;291/259-0;GWR P F 8.1 TBA-KA, KA-NEUR.;3454958,000000000000000;5434416,000000000000000;8212000,000000000000000;4,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;KARLSRUHE, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL);#800000000013; ;112
1821;292/021-3;B2 TIEF BUGGINGEN;3396195,000000000000000;5304355,000000000000000;8315022,000000000000000;4,000000000000000;2335200000,000000000000000;3,000000000000000;8,000000000000000; ; ;BUGGINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Sulzbach;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1822;292/119-6;SBR SPINNWEBEREI, WALDKIRCH;3421000,000000000000000;5328110,000000000000000;8316056,000000000000000;2,000000000000000;2338530000,000000000000000;3,000000000000000;8,000000000000000; ; ;WALDKIRCH, STADT;QUARTÄR TALFÜLLUNGEN;Elz unterh. Kohlenbach oberh. Lossele;Quartäre Kiese und Sande (GWL);#800000000013; ;121
1823;293/260-0;BR 6 BEIERTHEIMER ALLEE, KARSRUHE;3455920,000000000000000;5428950,000000000000000;8212000,000000000000000;4,000000000000000;2374750000,000000000000000;3,000000000000000;8,000000000000000; ; ;KARLSRUHE, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Alb unterh. Krebsbächle oberh. Malscher Landgraben;Quartäre Kiese und Sande (GWL);#800000000013; ;111
1824;294/021-4;GWM FLACH, ESCHBACH;3398780,000000000000000;5306305,000000000000000;8315033,000000000000000;4,000000000000000;2335900000,000000000000000;3,000000000000000;8,000000000000000; ; ;ESCHBACH;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Sulzbach oberh. Möhlin;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1825;294/119-7;TB FA. KLAUSMANN, WALDKIRCH;3422530,000000000000000;5328360,000000000000000;8316056,000000000000000;2,000000000000000;2338530000,000000000000000;50,000000000000000;18,000000000000000; ; ;WALDKIRCH, STADT;QUARTÄR TALFÜLLUNGEN;Elz unterh. Kohlenbach oberh. Lossele;Paläozoikum, Kristallin (GWG);#800000000013; ;112
1826;294/163-9;GWM SCHOLLENHOF, ACHERN-WAGSHURST;3426662,000000000000000;5388341,000000000000000;8317001,000000000000000;4,000000000000000;2357270000,000000000000000;3,000000000000000;8,000000000000000; ; ;ACHERN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Acher unterh. Fautenbach oberh. Sandbach;Quartäre Kiese und Sande (GWL);#800000000012;#800000000001;211
1827;295/021-0;GWM MITTEL, ESCHBACH;3398780,000000000000000;5306305,000000000000000;8315033,000000000000000;4,000000000000000;2335900000,000000000000000;3,000000000000000;8,000000000000000; ; ;ESCHBACH;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Sulzbach oberh. Möhlin;Quartäre Kiese und Sande (GWL);#800000000020;#800000000001;211
