FID;GW_NUMMER;NAME;RECHTSWERT;HOCHWERT;GEMEINDE_K;AQUIFER_KZ;EINZUGSGEB;HYDROGEOLE;HYDROGEOL2;MESSNETZ1_;MESSNETZ2_;GEMEINDE;AQUIFER;EINZUGSGE2;HYDROGEOL3;MESSNETZ1;MESSNETZ2;RASTERVALU
1693;251/412-0;BBR HOELLBR., WEIL DER STADT;3488977,000000000000000;5400882,000000000000000;8115050,000000000000000;72,000000000000000;2384485000,000000000000000;40,000000000000000;93,000000000000000; ; ;WEIL DER STADT, STADT;MUSCHELKALK;Würm unterh. Schwippe oberh. Rankbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;231
1694;252/020-5;GWM B4 TIEF, WEINSTETTEN;3396060,000000000000000;5308980,000000000000000;8315048,000000000000000;4,000000000000000;2335900000,000000000000000;3,000000000000000;8,000000000000000; ; ;HARTHEIM;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Sulzbach oberh. Möhlin;Quartäre Kiese und Sande (GWL); ;#800000000001;211
1695;253/815-7;BR 4813 LW, ASSELFINGEN;3589879,000000000000000;5374097,000000000000000;8425011,000000000000000;32,000000000000000;1159400000,000000000000000;3,000000000000000;142,000000000000000; ; ;ASSELFINGEN;(TIEF) MALM (ALPENVORLAND);Landesgrenzgraben;Quartäre Kiese und Sande (GWL);#800000000014; ;231
1696;254/023-4;TB 4 FA.BOCHMANN, WEIL A. R.;3395060,000000000000000;5275240,000000000000000;8336091,000000000000000;4,000000000000000;2332900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WEIL AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Kander unterhalb von Wollbach;Quartäre Kiese und Sande (GWL);#800000000017; ;311
1697;254/212-7;QF FELSENQUELLEN LINKS UND RECHTS, STAUFENBERG;3447900,000000000000000;5402805,000000000000000;8216017,000000000000000;81,000000000000000;2365500000,000000000000000;50,000000000000000;18,000000000000000; ; ;GERNSBACH, STADT;BUNTSANDSTEIN;Murg unterh. Reichenbach oberh. Laufbach;Paläozoikum, Kristallin (GWG);#800000000005; ;312
1698;254/258-8;TB 661 FZK, LEOPOLDSHAFEN;3459077,000000000000000;5440396,000000000000000;8215102,000000000000000;23,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;EGGENSTEIN-LEOPOLDSHAFEN;(TIEF) TERTIÄR PLIOZÄN (OBERRHEINGRABEN);Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL);#800000000010;#800000000001;121
1699;255/023-0;TB 6 FA.BOCHMANN, WEIL A. R.;3395215,000000000000000;5274971,000000000000000;8336091,000000000000000;4,000000000000000;2332900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WEIL AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Kander unterhalb von Wollbach;Quartäre Kiese und Sande (GWL);#800000000017; ;311
1700;255/163-9;TB 1 BIS 3 LANDMATT, BUEHL;3435600,000000000000000;5394550,000000000000000;8216007,000000000000000;4,000000000000000;2357270000,000000000000000;3,000000000000000;8,000000000000000; ; ;BÜHL, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Acher unterh. Fautenbach oberh. Sandbach;Quartäre Kiese und Sande (GWL);#800000000014; ;231
1701;2551/365-0;BR CASPER-QUELLE, HAIGERLOCH BAD IMNAU;3483340,000000000000000;5363100,000000000000000;8417025,000000000000000;75,000000000000000;2381490000,000000000000000;40,000000000000000;131,000000000000000; ; ;HAIGERLOCH, STADT;(TIEF) MUSCHELKALK;Eyach unterhalb von Stunzach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000020; ;311
1702;256/023-5;TB 7 FA.BOCHMANN, WEIL A. R.;3395230,000000000000000;5275040,000000000000000;8336091,000000000000000;4,000000000000000;2332900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WEIL AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Kander unterhalb von Wollbach;Quartäre Kiese und Sande (GWL);#800000000017; ;311
1703;256/259-3;GWM 19/4 F, BLANKENLOCH;3458812,000000000000000;5438715,000000000000000;8215109,000000000000000;97,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;NOCH NICHT BEARBEITET;Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL); ;#800000000001;312
1704;256/561-7;QF 1 BRUNNWIESE, HANWEILER;3528760,000000000000000;5413005,000000000000000;8119085,000000000000000;61,000000000000000;2383721000,000000000000000;27,000000000000000;145,000000000000000; ; ;WINNENDEN, STADT;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Zipfelbach oberhalb von Schelmenholzbächle;Unterkeuper und Gipskeuper (GWL);#800000000014; ;231
1705;256/815-3;BRGR 2801-2823 LW, LANGENAU;3587600,000000000000000;5373100,000000000000000;8425072,000000000000000;5,000000000000000;1159400000,000000000000000;3,000000000000000;142,000000000000000; ; ;LANGENAU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Landesgrenzgraben;Quartäre Kiese und Sande (GWL);#800000000014; ;231
1706;257/259-8;GWM 19/3, BLANKENLOCH;3458812,000000000000000;5438715,000000000000000;8215109,000000000000000;97,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;NOCH NICHT BEARBEITET;Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL); ;#800000000001;312
1707;257/815-9;BRGR 2824-2841 LW, LANGENAU;3588100,000000000000000;5373300,000000000000000;8425072,000000000000000;5,000000000000000;1159400000,000000000000000;3,000000000000000;142,000000000000000; ; ;LANGENAU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Landesgrenzgraben;Quartäre Kiese und Sande (GWL);#800000000014; ;231
1708;258/259-2;GWM 19/2 BWV, BLANKENLOCH;3458812,000000000000000;5438715,000000000000000;8215109,000000000000000;97,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;NOCH NICHT BEARBEITET;Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL); ;#800000000001;312
1709;259/074-2;GWM 7 SIVENTO CHEMIE RHEINF.;3409613,000000000000000;5270463,000000000000000;8336069,000000000000000;2,000000000000000;2315500000,000000000000000;3,000000000000000;243,000000000000000; ; ;RHEINFELDEN (BADEN), STADT;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Möhlinbach oberh. Dürrenbach;Quartäre Kiese und Sande (GWL);#800000000011; ;112
1710;259/259-7;GWM 19/1 T BWV, BLANKENLOCH;3458812,000000000000000;5438715,000000000000000;8215109,000000000000000;97,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;NOCH NICHT BEARBEITET;Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL); ;#800000000001;312
1711;26/022-9;SONNENBERGQUELLE  AUGGEN;3395060,000000000000000;5295680,000000000000000;8315004,000000000000000;1,000000000000000;2333900000,000000000000000;9,000000000000000;13,000000000000000; ; ;AUGGEN;QUARTÄR MÄCHTIGER LÖSS (VORBERGZONE);Rhein unterh. Hohlebach oberh. Klemmbach;Tertiär im Oberrheingraben (GWG);#800000000012; ;221
1712;26/073-0;TB SEIBA SÄCKINGEN, MAULBURG;3407400,000000000000000;5278950,000000000000000;8336057,000000000000000;2,000000000000000;2327000000,000000000000000;3,000000000000000;233,000000000000000; ; ;MAULBURG;QUARTÄR TALFÜLLUNGEN;Wiese unterh. Kleine Wiese oberh. Steinenbach;Quartäre Kiese und Sande (GWL);#800000000013; ;121
1713;26/115-8;TB II SCHWARZWALDMILCH, OFFENBURG;3422155,000000000000000;5372125,000000000000000;8317096,000000000000000;4,000000000000000;2347600000,000000000000000;3,000000000000000;8,000000000000000; ; ;OFFENBURG, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Offenburger Mühlbach;Quartäre Kiese und Sande (GWL);#800000000013; ;121
1714;26/162-8;BR SCHWARZACH, RHEINMUENSTER;3429960,000000000000000;5399900,000000000000000;8216063,000000000000000;4,000000000000000;2357900000,000000000000000;3,000000000000000;8,000000000000000; ; ;RHEINMÜNSTER;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Acher oberh. Sauer;Quartäre Kiese und Sande (GWL);#800000000012; ;311
1715;26/273-9;TB FA. BECHT., KLETTGAU I;3452553,000000000000000;5275596,000000000000000;8337062,000000000000000;2,000000000000000;2198650000,000000000000000;3,000000000000000;243,000000000000000; ; ;KLETTGAU;QUARTÄR TALFÜLLUNGEN;Kotbach unterh. Halbbach oberh. Schwarzbach;Quartäre Kiese und Sande (GWL);#800000000019; ;131
1716;26/308-2;FB 2 WV, KARLSDORF NEUTHARD;3466320,000000000000000;5443020,000000000000000;8215103,000000000000000;4,000000000000000;2375420000,000000000000000;3,000000000000000;8,000000000000000; ; ;KARLSDORF-NEUTHARD;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Pfinzkorrektion;Quartäre Kiese und Sande (GWL);#800000000018; ;231
1717;26/309-4;BR ROELLERSTR., BERGHAUSEN;3466275,000000000000000;5429350,000000000000000;8215101,000000000000000;81,000000000000000;2376900000,000000000000000;40,000000000000000;83,000000000000000; ; ;PFINZTAL;BUNTSANDSTEIN;Pfinz unterhalb von Bocksbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;112
1718;26/315-7;QF BRUNNENBERG, DORNSTETTEN;3463680,000000000000000;5369595,000000000000000;8237019,000000000000000;72,000000000000000;2381233000,000000000000000;40,000000000000000;93,000000000000000; ; ;DORNSTETTEN, STADT;MUSCHELKALK;Glatt unterh. Ettenbach oberh. Bürgenbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
1719;26/360-1;BBR II FA. KRETZ, PFORZHEIM;3481686,000000000000000;5419423,000000000000000;8231000,000000000000000;81,000000000000000;2384510000,000000000000000;40,000000000000000;89,000000000000000; ; ;PFORZHEIM, STADT;BUNTSANDSTEIN;Enz unterh. Nagold oberh. Kirnbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
1720;26/410-8;TB HINTER DEN ZAEUNEN, MUEHL;3492165,000000000000000;5422215,000000000000000;8236040,000000000000000;72,000000000000000;2384550000,000000000000000;3,000000000000000;16,000000000000000; ; ;MÜHLACKER, STADT;MUSCHELKALK;Enz unterh. Erlenbach oberh. Schmie;Quartäre Kiese und Sande (GWL);#800000000013; ;112
1721;26/422-7;BBR ALT, RIELASINGEN;3487750,000000000000000;5288600,000000000000000;8335100,000000000000000;5,000000000000000;2172900000,000000000000000;3,000000000000000;246,000000000000000; ; ;RIELASINGEN-WORBLINGEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);"Radolfzeller Aach; unterhalb von Saubach";Quartäre Kiese und Sande (GWL);#800000000018; ;231
1722;26/558-9;SBR FA. BUERKERT, OEHRINGEN;3536060,000000000000000;5451400,000000000000000;8126066,000000000000000;71,000000000000000;2386787200,000000000000000;27,000000000000000;44,000000000000000; ; ;ÖHRINGEN, STADT;LETTENKEUPER;Schleifbach;Unterkeuper und Gipskeuper (GWL);#800000000011; ;121
1723;26/668-7;GWM BO2,88, ASSMANNSHARDT;3555900,000000000000000;5335200,000000000000000;8426134,000000000000000;5,000000000000000;1136600000,000000000000000;3,000000000000000;157,000000000000000; ; ;SCHEMMERHOFEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Assmannshardter Mühlbach;Quartäre Kiese und Sande (GWL);#800000000012; ;231
1724;26/758-8;QF KLAERETQUELLE, KRESSBERG;3584270,000000000000000;5447830,000000000000000;8127101,000000000000000;51,000000000000000;1181400000,000000000000000;25,000000000000000;13,000000000000000; ; ;KREßBERG;HÖHERER KEUPER (KEUPERBERGLAND);Zwergwörnitz;Mittelkeuper und Oberkeuper (GWL);#800000000005; ;211
1725;26/759-0;QF 1 DENZERQUELLE, ROSENBERG;3576660,000000000000000;5432280,000000000000000;8136060,000000000000000;51,000000000000000;2388151000,000000000000000;25,000000000000000;43,000000000000000; ; ;ROSENBERG;HÖHERER KEUPER (KEUPERBERGLAND);Jagst unterh. Rechenberger Rot (Rotbach) oberh. Sulzbach;Mittelkeuper und Oberkeuper (GWL);#800000000012; ;231
1726;26/762-5;Q SCHWARZER KOCHER;3580580,000000000000000;5404400,000000000000000;8136050,000000000000000;31,000000000000000;2386110000,000000000000000;10,000000000000000;3,000000000000000; ; ;OBERKOCHEN, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Kocher oberhalb von Weisser Kocher;Oberjura (Schwäbische Fazies) (GWL);#800000000005; ;231
1727;26/809-7;QF SCHMIDT-QU. II, ZV JAGSTG;3586260,000000000000000;5440550,000000000000000;8127101,000000000000000;51,000000000000000;2388154000,000000000000000;25,000000000000000;13,000000000000000; ; ;KREßBERG;HÖHERER KEUPER (KEUPERBERGLAND);Reiglersbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;211
1728;260/211-9;TB 10 RASTATT, OTTERSDORF;3438935,000000000000000;5413050,000000000000000;8216043,000000000000000;4,000000000000000;2371000000,000000000000000;3,000000000000000;8,000000000000000; ; ;RASTATT, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Murg oberh. Lauter;Quartäre Kiese und Sande (GWL);#800000000014; ;311
1729;260/259-1;GWM 20/4 F BWV, BLANKENLOCH;3461212,000000000000000;5438467,000000000000000;8215109,000000000000000;4,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL);#800000000017;#800000000001;311
1730;261/223-3;QF ROSS, KADELBURG;3447030,000000000000000;5275740,000000000000000;8337125,000000000000000;2,000000000000000;2197900000,000000000000000;3,000000000000000;243,000000000000000; ; ;KÜSSABERG;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Hinterbach oberh. Wutach;Quartäre Kiese und Sande (GWL);#800000000005; ;311
1731;262/223-9;QF ROSS UND SEE, KADELBURG;3447085,000000000000000;5275660,000000000000000;8337125,000000000000000;2,000000000000000;2197900000,000000000000000;3,000000000000000;243,000000000000000; ; ;KÜSSABERG;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Hinterbach oberh. Wutach;Quartäre Kiese und Sande (GWL);#800000000014; ;231
1732;263/072-0;QF LIPPERTSGRABEN 26, MALSB;3404980,000000000000000;5289800,000000000000000;8336104,000000000000000;91,000000000000000;2326200000,000000000000000;50,000000000000000;18,000000000000000; ; ;MALSBURG-MARZELL;KRISTALLIN (SCHWARZWALD);Köhlgartenwiese;Paläozoikum, Kristallin (GWG);#800000000014; ;311
1733;263/210-2;BR FA. ENDERLE, DURMERSHEIM;3447900,000000000000000;5422420,000000000000000;8216009,000000000000000;4,000000000000000;2374790000,000000000000000;3,000000000000000;8,000000000000000; ; ;DURMERSHEIM;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Alb unterh. Malscher Landgraben oberh. Federbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1734;264/610-6;QU 4 DOSENKLINGEN, KAISERBAC;3546050,000000000000000;5422680,000000000000000;8119037,000000000000000;97,000000000000000;2383811000,000000000000000;25,000000000000000;14,000000000000000; ; ;KAISERSBACH;NOCH NICHT BEARBEITET;Murr oberhalb von Fornsbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;312
1735;265/023-6;TB RUEMMINGEN;3397940,000000000000000;5279560,000000000000000;8336073,000000000000000;2,000000000000000;2332900000,000000000000000;9,000000000000000;16,000000000000000; ; ;RÜMMINGEN;QUARTÄR TALFÜLLUNGEN;Kander unterhalb von Wollbach;Tertiär im Oberrheingraben (GWG);#800000000014; ;211
1736;266/120-8;TB STEGEN 2, FEW ZARTEN;3422550,000000000000000;5315810,000000000000000;8315109,000000000000000;2,000000000000000;2338829000,000000000000000;3,000000000000000;8,000000000000000; ; ;STEGEN;QUARTÄR TALFÜLLUNGEN;Wagensteigbach unterhalb von Ibenbach;Quartäre Kiese und Sande (GWL);#800000000014; ;211
1737;266/561-3;SBR BACHSTR., LEUTENBACH;3527410,000000000000000;5416550,000000000000000;8119042,000000000000000;61,000000000000000;2383723000,000000000000000;27,000000000000000;138,000000000000000; ; ;LEUTENBACH;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Zipfelbach unterh. Schelmenholzbächle oberh. Horgenbach;Unterkeuper und Gipskeuper (GWL);#800000000012; ;222
1738;269/814-3;GWM 1035 LW NIEDERSTOTZINGEN;3591804,000000000000000;5378376,000000000000000;8135027,000000000000000;5,000000000000000;1172920000,000000000000000;3,000000000000000;142,000000000000000; ; ;NIEDERSTOTZINGEN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Siechenbach;Quartäre Kiese und Sande (GWL);#800000000013; ;112
1739;27/023-7;QF 8/9 F, FISCHINGEN;3395225,000000000000000;5280575,000000000000000;8336024,000000000000000;21,000000000000000;2333217000,000000000000000;9,000000000000000;18,000000000000000; ; ;FISCHINGEN;TERTIÄR (VORBERGZONE);Hodbach unterh. Mühlebach oberh. Mühlebach;Tertiär im Oberrheingraben (GWG);#800000000012; ;221
1740;27/074-8;TB 1 GRENZACH-WYHLEN;3399750,000000000000000;5267850,000000000000000;8336105,000000000000000;2,000000000000000;2317000000,000000000000000;3,000000000000000;243,000000000000000; ; ;GRENZACH-WYHLEN;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Ergolz oberh. Birs;Quartäre Kiese und Sande (GWL);#800000000014; ;121
1741;27/315-2;QF BERGSTR., REXINGEN;3474137,000000000000000;5367071,000000000000000;8237040,000000000000000;72,000000000000000;2381330000,000000000000000;40,000000000000000;93,000000000000000; ; ;HORB AM NECKAR, STADT;MUSCHELKALK;Neckar unterh. Diessenerbach oberh. Talbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000013; ;112
1742;27/365-0;GWM 43 TBA, HORB AM NECKAR;3475760,000000000000000;5366177,000000000000000;8237040,000000000000000;83,000000000000000;2381330000,000000000000000;40,000000000000000;130,000000000000000; ; ;HORB AM NECKAR, STADT;(TIEF) BUNTSANDSTEIN;Neckar unterh. Diessenerbach oberh. Talbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000011; ;231
1743;27/368-9;QF HESSELBOHLQU., DEILINGEN;3484320,000000000000000;5337050,000000000000000;8327009,000000000000000;31,000000000000000;1116120000,000000000000000;10,000000000000000;30,000000000000000; ; ;DEILINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Delkhofener Mühlbach;Oberjura (Schwäbische Fazies) (GWL);#800000000012; ;231
1744;27/458-6;BR I SAEUBRUCH, LEINGARTEN-GROSSGARTACH;3509510,000000000000000;5445500,000000000000000;8125058,000000000000000;71,000000000000000;2385670000,000000000000000;3,000000000000000;16,000000000000000; ; ;LEINGARTEN;LETTENKEUPER;Lein unterh. Massenbach oberh. Rotbach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
1745;27/514-9;SBR BUCKMUELLER, METZINGEN;3520460,000000000000000;5378535,000000000000000;8415050,000000000000000;2,000000000000000;2381767000,000000000000000;3,000000000000000;16,000000000000000; ; ;METZINGEN, STADT;QUARTÄR TALFÜLLUNGEN;"Erms unterh. Glemsbach oberh. Steidenbach;";Quartäre Kiese und Sande (GWL);#800000000013; ;112
1746;27/558-4;GWM FA. KNECHT, OEHRINGEN;3536280,000000000000000;5451150,000000000000000;8126066,000000000000000;71,000000000000000;2386787200,000000000000000;27,000000000000000;44,000000000000000; ; ;ÖHRINGEN, STADT;LETTENKEUPER;Schleifbach;Unterkeuper und Gipskeuper (GWL);#800000000011; ;121
1747;27/564-7;QF SELTENBACH, SCHLATTSTALL;3535280,000000000000000;5375900,000000000000000;8116079,000000000000000;31,000000000000000;2381941000,000000000000000;10,000000000000000;3,000000000000000; ; ;LENNINGEN;MALM WEIßJURA (SCHWÄBISCHE ALB);Lauter oberhalb von Lindach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;311
1748;27/571-2;QF HOEHREUTE, WILHELMSDORF;3530520,000000000000000;5302025,000000000000000;8436083,000000000000000;97,000000000000000;2155210000,000000000000000;2,000000000000000;2,000000000000000; ; ;WILHELMSDORF;NOCH NICHT BEARBEITET;Rotach oberhalb von Bruckenbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;313
1749;27/614-3;QF 1-3+10 TODSBURGQ.,MUEHLH.;3547625,000000000000000;5381180,000000000000000;8117035,000000000000000;31,000000000000000;2382110000,000000000000000;10,000000000000000;3,000000000000000; ; ;MÜHLHAUSEN IM TÄLE;MALM WEIßJURA (SCHWÄBISCHE ALB);Fils oberhalb von Hollbach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;311
1750;27/670-4;BBR III 38.2, OBERESSENDORF;3558282,000000000000000;5316295,000000000000000;8426038,000000000000000;5,000000000000000;1136190000,000000000000000;3,000000000000000;157,000000000000000; ; ;EBERHARDZELL;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Riß unterh. Federbach oberh. Umlach;Quartäre Kiese und Sande (GWL);#800000000012; ;231
1751;27/718-9;SBR 71.6, ELLMANNSWEILER;3564630,000000000000000;5330700,000000000000000;8426071,000000000000000;6,000000000000000;1137481000,000000000000000;2,000000000000000;2,000000000000000; ; ;MASELHEIM;QUARTÄR EISZEITL.KIESE+SANDE, MORÄNENÜBERD. (ALPENV);Dürnach oberhalb von Rohrbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;211
1752;27/723-9;HB WIESEN AM KRANKENHAUS WANGEN;3563700,000000000000000;5284520,000000000000000;8436081,000000000000000;5,000000000000000;2152170000,000000000000000;2,000000000000000;2,000000000000000; ; ;WANGEN IM ALLGÄU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Argen unterh. Gießbach oberh. Schwarzbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;231
1753;27/758-3;SBR 3 FA. KNAUF, SATTELDORF;3578740,000000000000000;5449790,000000000000000;8127073,000000000000000;71,000000000000000;2388178000,000000000000000;27,000000000000000;44,000000000000000; ; ;SATTELDORF;LETTENKEUPER;Entenbach;Unterkeuper und Gipskeuper (GWL);#800000000013; ;231
1754;27/762-0;TB III, HEIDENHEIM;3584780,000000000000000;5399124,000000000000000;8135019,000000000000000;31,000000000000000;1172100000,000000000000000;3,000000000000000;142,000000000000000; ; ;HEIDENHEIM AN DER BRENZ, STADT;MALM WEIßJURA (SCHWÄBISCHE ALB);Brenz oberhalb von Stubental-Wedel;Quartäre Kiese und Sande (GWL);#800000000010; ;311
1755;27/772-4;TB II FA. WITTN., ISNY;3578300,000000000000000;5285210,000000000000000;8436049,000000000000000;5,000000000000000;2152260000,000000000000000;4,000000000000000;91,000000000000000; ; ;ISNY IM ALLGÄU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Isnyer Ach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000011; ;121
1756;27/809-2;QF BAERENLOCHQ., WILDENSTEIN;3586380,000000000000000;5440375,000000000000000;8127102,000000000000000;51,000000000000000;2388154000,000000000000000;25,000000000000000;13,000000000000000; ; ;FICHTENAU;HÖHERER KEUPER (KEUPERBERGLAND);Reiglersbach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;231
1757;270/210-2;BR ALTES WW, DURMERSHEIM;3446150,000000000000000;5420810,000000000000000;8216009,000000000000000;4,000000000000000;2374800000,000000000000000;3,000000000000000;8,000000000000000; ; ;DURMERSHEIM;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Federbach;Quartäre Kiese und Sande (GWL);#800000000012; ;112
1758;271/021-5;TB BINSENACKER, NEUENB.ZIEN.;3394860,000000000000000;5302300,000000000000000;8315076,000000000000000;4,000000000000000;2335100000,000000000000000;3,000000000000000;8,000000000000000; ; ;NEUENBURG AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Klemmbach oberh. Sulzbach;Quartäre Kiese und Sande (GWL);#800000000012; ;211
1759;272/019-9;TB 34 W.-/BODENVERB., BREIS.;3398355,000000000000000;5322405,000000000000000;8315015,000000000000000;4,000000000000000;2336900000,000000000000000;3,000000000000000;8,000000000000000; ; ;BREISACH AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);"Möhlin unterhalb von Seltenbach;";Quartäre Kiese und Sande (GWL);#800000000012; ;211
1760;272/021-0;P23 B/021 RICHTBERG, NEUENB.;3393668,000000000000000;5297846,000000000000000;8315076,000000000000000;4,000000000000000;2333900000,000000000000000;3,000000000000000;8,000000000000000; ; ;NEUENBURG AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Hohlebach oberh. Klemmbach;Quartäre Kiese und Sande (GWL);#800000000011; ;211
1761;273/019-4;TB 52 W.-/BODENVERB., BREIS.;3397195,000000000000000;5321202,000000000000000;8315015,000000000000000;4,000000000000000;2336900000,000000000000000;3,000000000000000;8,000000000000000; ; ;BREISACH AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);"Möhlin unterhalb von Seltenbach;";Quartäre Kiese und Sande (GWL);#800000000012; ;211
1762;273/066-4;GWM K18 NATOFLUGPLATZ, LAHR;3412050,000000000000000;5359985,000000000000000;8317065,000000000000000;4,000000000000000;2348800000,000000000000000;3,000000000000000;8,000000000000000; ; ;LAHR/ SCHWARZWALD, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Unditz;Quartäre Kiese und Sande (GWL);#800000000011; ;211
1763;274/019-0;GWM P1 OILTANKING, BREISACH;3393610,000000000000000;5322632,000000000000000;8315015,000000000000000;4,000000000000000;2337400000,000000000000000;3,000000000000000;8,000000000000000; ; ;BREISACH AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Blauwasser;Quartäre Kiese und Sande (GWL);#800000000011;#800000000001;121
1764;274/223-6;TB I+II BLIXEN, DANGSTETTEN;3448925,000000000000000;5273965,000000000000000;8337125,000000000000000;97,000000000000000;2197400000,000000000000000;17,000000000000000;114,000000000000000; ; ;KÜSSABERG;NOCH NICHT BEARBEITET;Hinterbach;Unterjura und Mitteljura (GWG);#800000000014; ;311
1765;275/019-5;GWM P2 OILTANKING, BREISACH;3393625,000000000000000;5322740,000000000000000;8315015,000000000000000;4,000000000000000;2337400000,000000000000000;3,000000000000000;8,000000000000000; ; ;BREISACH AM RHEIN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Blauwasser;Quartäre Kiese und Sande (GWL);#800000000011; ;121
1766;2751/068-9;TB 3 NEU TSCHEULIN, TENINGEN;3411974,000000000000000;5332763,000000000000000;8316043,000000000000000;4,000000000000000;2338892400,000000000000000;3,000000000000000;8,000000000000000; ; ;TENINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Feuerbach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
